age,sex,bmi,children,smoker,region,pure_premium,gross_premium,monthly_premium,relativity
19,female,30.495,0,no,northwest,4189.383811604558,5446.198955085926,453.84991292382716,0.695214083115072
38,female,40.565,1,no,northwest,8867.547839897854,11527.812191867211,960.6510159889343,1.4715395910771072
41,male,30.59,2,no,northwest,8466.103798759736,11005.934938387656,917.161244865638,1.4049213093601707
49,female,31.9,5,no,southwest,13036.117043579874,16946.952156653835,1412.2460130544862,2.1632995603623164
48,male,40.565,2,yes,northwest,52652.95628603087,68448.84317184014,5704.070264320012,8.737580124861124
31,female,29.1,0,no,southwest,5222.705567722778,6789.517238039612,565.7931031699676,0.8666903358405155
18,female,37.29,1,no,southeast,4535.355851461653,5895.96260690015,491.3302172416791,0.7526269737188048
30,female,43.12,2,no,southeast,7427.793866485537,9656.132026431198,804.6776688692665,1.2326172856620394
62,female,36.86,1,no,northeast,17410.0706229119,22633.09180978547,1886.0909841487892,2.889142372572579
57,female,34.295,2,no,northeast,15707.839663858134,20420.191563015575,1701.682630251298,2.6066628985815345
58,female,27.17,0,no,northwest,11972.396621235952,15564.115607606738,1297.0096339672282,1.9867787517264113
22,male,26.84,0,no,southeast,3816.685178473206,4961.690732015169,413.47422766793073,0.6333660046952974
31,female,38.095,1,yes,northeast,32885.51591849398,42751.17069404217,3562.5975578368475,5.457240211248498
52,male,30.2,1,no,southwest,9667.121580329685,12567.258054428592,1047.271504535716,1.604226150684617
25,female,23.465,0,no,northeast,4731.280315369886,6150.664409980852,512.5553674984043,0.785139976265498
59,male,25.46,1,no,northeast,12782.952076477784,16617.83769942112,1384.8198082850934,2.1212876897876494
19,male,30.59,0,no,northwest,3934.216271261424,5114.481152639852,426.20676271998764,0.6528698922798961
39,male,45.43,2,no,southeast,9268.895250055935,12049.563825072717,1004.1303187560598,1.5381418372095264
32,female,23.65,1,no,southeast,5549.657907285399,7214.555279471019,601.2129399559183,0.9209469714683447
19,male,20.7,0,no,southwest,3105.490397200864,4037.1375163611237,336.428126363427,0.515345634633022
33,female,28.27,1,no,southeast,6091.28347072417,7918.6685119414215,659.8890426617851,1.0108279029873766
21,male,20.235,3,no,northeast,4728.134960647935,6146.575448842316,512.2146207368597,0.784618015280917
34,female,30.21,1,yes,northwest,30406.784672776557,39528.820074609524,3294.0683395507936,5.045903139312828
61,female,35.91,0,no,northeast,15513.990600087272,20168.187780113454,1680.6823150094544,2.5744943016726354
38,female,30.69,1,no,southeast,7253.795867285208,9429.934627470771,785.8278856225643,1.203742905820584
58,female,29.0,0,no,southwest,11144.567070530467,14487.937191689609,1207.3280993074675,1.849403235910674
47,male,19.57,1,no,northwest,7972.164291144962,10363.81357848845,863.6511315407042,1.3229537176228088
20,male,31.13,2,no,southeast,4442.089966421397,5774.7169563478155,481.2264130289846,0.7371498153418206
21,female,21.85,1,yes,northeast,19751.775969285205,25677.308760070766,2139.775730005897,3.2777404596695576
41,male,40.26,0,no,southeast,7865.930255148093,10225.709331692522,852.1424443077102,1.3053245384278642
46,female,33.725,1,no,northeast,10622.360449384943,13809.068584200428,1150.7557153500356,1.7627448122277753
42,female,29.48,2,no,southeast,8591.84905049769,11169.403765647,930.7836471372499,1.425788308858026
34,female,33.25,1,no,northeast,7529.22801224408,9787.996415917303,815.6663679931086,1.2494499392959102
43,male,32.6,2,no,southwest,8357.83050207432,10865.179652696615,905.4316377247179,1.3869537217468104
52,female,37.525,2,no,northwest,13560.748083268185,17628.97250824864,1469.0810423540534,2.2503603081076804
18,female,39.16,0,no,southeast,4324.927301361772,5622.405491770304,468.53379098085867,0.7177070670934694
51,male,31.635,0,no,northwest,9819.560618641446,12765.428804233881,1063.7857336861568,1.6295228938374635
56,female,25.3,0,no,southwest,10000.641385532059,13000.833801191677,1083.402816765973,1.6595726350368536
64,female,39.05,3,no,southeast,19648.39417267086,25542.91242447212,2128.576035372677,3.2605845999593672
19,female,28.31,0,yes,northwest,18034.020835369847,23444.2270859808,1953.6855904984002,2.992684801333067
51,female,34.1,0,no,southeast,10188.837102432974,13245.488233162867,1103.7906860969056,1.690803078141407
27,female,25.175,0,no,northeast,5126.901421510181,6664.971847963235,555.4143206636029,0.8507919616014878
59,female,23.655,0,yes,northwest,52024.88512764766,67632.35066594197,5636.02922216183,8.633353839053434
28,male,26.98,2,no,northeast,5879.523420734145,7643.380446954388,636.9483705795324,0.9756870384558377
30,male,37.8,2,yes,southwest,27693.420562839885,36001.44673169185,3000.120560974321,4.595629536636047
47,female,29.37,1,no,southeast,9171.201715169222,11922.562229719988,993.5468524766657,1.5219299253063
38,female,34.8,2,no,southwest,7986.1597079837475,10382.007620378872,865.1673016982394,1.3252762097416828
18,female,33.155,0,no,northeast,4453.353691708404,5789.359799220925,482.4466499350771,0.7390189924809921
34,female,19.0,3,no,northeast,7141.650847264999,9284.1461014445,773.6788417870416,1.1851328188065202
20,female,33.0,0,no,southeast,4195.3554664589155,5453.962106396591,454.4968421997159,0.6962050590535268
47,female,36.63,1,yes,southeast,45089.80685205267,58616.74890766847,4884.729075639039,7.482501040285298
56,female,28.595,0,no,northeast,12160.688384030103,15808.894899239134,1317.407908269928,2.0180251333223054
49,male,25.6,2,yes,southwest,39801.55922161351,51742.02698809757,4311.835582341464,6.6049342206739174
19,female,33.11,0,yes,southeast,18135.093177835468,23575.621131186108,1964.635094265509,3.009457414933399
55,female,37.1,0,no,southwest,11479.23064488875,14922.999838355376,1243.583319862948,1.9049395248883114
30,male,31.4,1,no,southwest,5295.667799597443,6884.368139476676,573.6973449563897,0.878798171602488
37,male,34.1,4,yes,southwest,37100.88678959071,48231.15282646792,4019.2627355389936,6.156766759048153
49,female,21.3,1,no,southwest,8358.873746631129,10866.535870620468,905.544655885039,1.3871268446547707
18,male,33.535,0,yes,northeast,18639.299430689272,24231.089259896056,2019.2574383246713,3.0931287383408352
59,male,28.785,0,no,northwest,11813.824723847238,15357.97214100141,1279.8310117501176,1.960464281339252
29,female,26.03,0,no,northwest,5212.053763587716,6775.669892664031,564.6391577220026,0.8649227049481714
36,male,28.88,3,no,northeast,8141.827245835562,10584.375419586231,882.0312849655193,1.351108711480639
33,male,42.46,1,no,southeast,6974.907920627837,9067.380296816187,755.6150247346823,1.1574623937342516
58,male,38.0,0,no,southwest,11862.645469193176,15421.439109951129,1285.1199258292606,1.9685659190117553
44,female,38.95,0,yes,northwest,42311.11244011288,55004.44617214675,4583.703847678896,7.021386094812253
53,male,36.1,1,no,southwest,10803.405604567106,14044.427285937238,1170.3689404947697,1.7927886437845182
24,male,29.3,0,no,southwest,4034.103240731378,5244.334212950791,437.02785107923256,0.6694457972382437
29,female,35.53,0,no,southeast,5599.554688207434,7279.421094669665,606.6184245558054,0.9292271736076231
40,male,22.705,2,no,northeast,7758.715480734101,10086.330124954331,840.5275104128609,1.287532609007565
51,male,39.7,1,no,southwest,10743.082795426377,13966.007634054291,1163.8339695045242,1.782778277503078
64,male,38.19,0,no,northeast,16346.478384643322,21250.42190003632,1770.8684916696932,2.7126428356507057
19,female,24.51,1,no,northwest,4146.099540174847,5389.929402227302,449.1607835189418,0.6880312045752838
35,female,38.095,2,no,northeast,8925.369873375099,11602.980835387629,966.9150696156357,1.481134962089995
39,male,26.41,0,yes,northeast,30436.154427557347,39567.00075582455,3297.250062985379,5.050776950846801
56,male,33.66,4,no,southeast,14684.783871424548,19090.219032851914,1590.8515860709929,2.4368902478298553
33,male,42.4,5,no,southwest,9036.647164610786,11747.641313994021,978.9701094995017,1.4996010524452534
42,male,28.31,3,yes,northwest,40301.20022540225,52391.56029302293,4365.963357751911,6.687847956429879
61,male,33.915,0,no,northeast,14146.908196680155,18390.9806556842,1532.5817213070168,2.34763159766476
23,female,34.96,3,no,northwest,6229.640452461431,8098.532588199861,674.8777156833218,1.033787776450056
43,male,35.31,2,no,southeast,8996.012620625555,11694.816406813223,974.5680339011019,1.4928578872186062
48,male,30.78,3,no,northeast,11719.236893410765,15235.007961433996,1269.5839967861664,1.944767750592037
39,male,26.22,1,no,northwest,6990.304259101538,9087.395536832,757.2829614026667,1.1600173640632234
40,female,23.37,3,no,northeast,8990.499370079056,11687.649181102774,973.9707650918978,1.491942981925601
18,male,28.5,0,no,northeast,3911.761656431332,5085.290153360732,423.77417944672766,0.6491436248470668
58,female,32.965,0,no,northeast,13680.036687373815,17784.04769358596,1482.0039744654966,2.270155848754888
49,female,42.68,2,no,southeast,12596.15154245877,16374.997005196403,1364.5830837663668,2.0902887725665282
53,female,39.6,1,no,southeast,12537.660906090723,16298.95917791794,1358.2465981598284,2.080582449163838
48,female,31.13,0,no,southeast,8981.225586791807,11675.593262829349,972.9661052357791,1.490404028935141
45,female,36.3,2,no,southeast,10289.623000800117,13376.509901040152,1114.7091584200127,1.7075281573117984
59,female,35.2,0,no,southeast,12958.594656400051,16846.173053320068,1403.847754443339,2.150434982241108
52,female,25.3,2,yes,southeast,47640.87082680709,61933.13207484922,5161.094339570768,7.905841484114795
26,female,42.4,1,no,southwest,5890.442222628648,7657.574889417242,638.1312407847702,0.9774989767238893
27,male,33.155,2,no,northwest,5920.516555708387,7696.671522420904,641.3892935350754,0.9824897106450481
48,female,35.91,1,no,northeast,11587.763158288204,15064.092105774665,1255.3410088145554,1.9229501286391948
57,female,28.785,4,no,northeast,16848.71288639968,21903.326752319586,1825.2772293599655,2.7959869536281827
37,male,46.53,3,no,southeast,9580.306883083014,12454.39894800792,1037.86657900066,1.5898195451164963
57,female,23.98,1,no,southeast,11262.457305789565,14641.194497526434,1220.099541460536,1.8689667219743877
32,female,31.54,1,no,northeast,6948.229613856875,9032.698498013939,752.7248748344949,1.1530352189002198
18,male,33.66,0,no,southeast,3754.058102972512,4880.275533864266,406.6896278220222,0.6229732532000082
64,female,22.99,0,yes,southeast,55759.2452516819,72487.01882718648,6040.584902265539,9.253058279229231
43,male,38.06,2,yes,southeast,41509.32979081386,53962.12872805802,4496.844060671502,6.888332974244505
49,male,28.7,1,no,southwest,8699.413723986623,11309.23784118261,942.4364867652175,1.4436383028471276
40,female,32.775,2,yes,northwest,40177.7314359728,52231.050866764635,4352.587572230386,6.667358728157512
62,male,32.015,0,yes,northeast,62886.77881807556,81752.81246349822,6812.734371958185,10.435848382992583
40,female,29.81,1,no,southeast,7579.080294593765,9852.804382971895,821.0670319143246,1.2577227570475156
30,male,31.57,3,no,southeast,6374.915613313585,8287.39029730766,690.6158581089717,1.0578956983529055
29,female,31.16,0,no,northeast,5899.997798822013,7669.997138468617,639.166428205718,0.9790846922946386
36,male,29.7,0,no,southeast,5890.572631813585,7657.744421357661,638.1453684464717,0.9775206176873371
41,female,31.02,0,no,southeast,7364.874031181714,9574.336240536228,797.861353378019,1.2221759516669701
44,female,43.89,2,yes,southeast,49414.441857009144,64238.77441411189,5353.2312011759905,8.20015960177829
45,male,21.375,0,no,northwest,7179.901379066851,9333.871792786907,777.822649398909,1.1914803652694699
55,female,40.81,3,no,southeast,15637.041245736402,20328.153619457324,1694.0128016214437,2.594914140398014
60,male,31.35,3,yes,northwest,69782.2664137482,90716.94633787267,7559.745528156055,11.580131242246972
56,male,36.1,3,no,southwest,13624.46854640506,17711.80911032658,1475.984092527215,2.260934503585464
49,female,23.18,2,no,northwest,10185.737180961214,13241.45833524958,1103.4548612707983,1.6902886566511277
21,female,17.4,1,no,southwest,3600.192797902265,4680.250637272944,390.020886439412,0.5974398258994756
19,male,20.3,0,no,southwest,3088.063046302801,4014.4819601936415,334.5401633494701,0.5124536246571967
39,male,35.3,2,yes,southwest,34437.18325890944,44768.338236582276,3730.694853048523,5.714734161642452
53,male,24.32,0,no,northwest,9371.839975857258,12183.391968614436,1015.282664051203,1.5552251664956267
33,female,18.5,1,no,southwest,5124.071063589468,6661.292382666309,555.1076985555258,0.8503222732713603
53,male,26.41,2,no,northeast,11781.75524893866,15316.281823620258,1276.3568186350215,1.9551424603753214
42,male,26.125,2,no,northeast,8612.204855679887,11195.866312383854,932.9888593653212,1.4291662859239158
40,male,41.69,0,no,southeast,7803.213364370343,10144.177373681447,845.3481144734538,1.2949168823909298
47,female,24.1,1,no,southwest,8219.169603358225,10684.920484365693,890.4100403638078,1.3639434142887548
27,male,31.13,1,yes,southeast,22300.780290147297,28991.014377191488,2415.9178647659573,3.7007391108974024
21,male,27.36,0,no,northeast,4188.407875103976,5444.930237635169,453.7441864695974,0.6950521297515365
47,male,36.2,1,no,southwest,9138.765665808893,11880.395365551562,990.0329471292968,1.5165472725511493
20,male,32.395,1,no,northwest,4468.475263155556,5809.017842102223,484.08482017518526,0.7415283661506403
24,male,23.655,0,no,northwest,4107.285991626328,5339.471789114226,444.9559824261855,0.6815902273862623
27,female,34.8,1,no,southwest,5444.090194125623,7077.31725236331,589.7764376969425,0.9034283662959963
26,female,40.185,0,no,northwest,5845.948773652532,7599.733405748291,633.3111171456909,0.9701154392573829
53,female,32.3,2,no,northeast,13648.054551018611,17742.470916324197,1478.5392430270165,2.2648485213286795
41,male,35.75,1,yes,southeast,35281.332405749126,45865.732127473864,3822.1443439561554,5.854817859275244
56,male,33.725,0,no,northwest,11639.444338145177,15131.27763958873,1260.939803299061,1.9315264457503285
23,female,39.27,2,no,southeast,5778.802593737923,7512.443371859301,626.0369476549417,0.9589727576595048
21,female,34.87,0,no,southeast,4430.050118399373,5759.065153919185,479.9220961599321,0.7351518432581241
50,female,44.745,0,no,northeast,12892.935657361855,16760.816354570412,1396.734696214201,2.1395390932828917
53,male,41.47,0,no,southeast,11212.735706722611,14576.556418739396,1214.7130348949497,1.860715590671833
34,female,26.41,1,no,northwest,6493.207006499634,8441.169108449525,703.4307590374605,1.0775257552186541
47,female,29.545,1,no,northwest,9781.302111036199,12715.69274434706,1059.6410620289216,1.6231740238168995
33,female,32.9,2,no,southwest,6755.518910865677,8782.17458412538,731.8478820104483,1.1210555291149638
51,female,38.06,0,yes,southeast,47820.430535022046,62166.55969552866,5180.546641294055,7.935638810768248
49,male,28.69,3,no,northwest,11113.351242185818,14447.356614841563,1203.9463845701302,1.84422307470864
31,female,30.495,3,no,northeast,7715.99464686235,10030.793040921055,835.8994200767546,1.2804432310260605
36,female,27.74,0,no,northeast,6846.262494724094,8900.141243141323,741.6784369284436,1.1361141201363825
18,male,35.2,1,no,southeast,4130.179453144503,5369.233289087854,447.43610742398783,0.6853893199436455
50,female,23.54,2,no,southeast,9897.031591735853,12866.14106925661,1072.1784224380508,1.6423789399649804
43,female,30.685,2,no,northwest,9562.346431774646,12431.05036130704,1035.9208634422532,1.5868390689294987
20,male,40.47,0,no,northeast,4897.090173842982,6366.217225995877,530.518102166323,0.8126555618297776
24,female,22.6,0,no,southwest,3914.550005777608,5088.915007510891,424.07625062590756,0.6496063419962586
60,male,28.9,0,no,southwest,11040.986171996152,14353.282023594998,1196.1068352995833,1.8322143359098435
49,female,22.61,1,no,northwest,9385.368143080492,12200.97858600464,1016.7482155003867,1.5574701201201375
60,male,24.32,1,no,northwest,12285.177759587312,15970.731087463506,1330.8942572886256,2.0386837244129183
51,female,36.67,2,no,northwest,13027.032734817833,16935.142555263184,1411.2618796052654,2.161792050028877
58,female,33.44,0,no,northwest,13076.493487653062,16999.441533948982,1416.6201278290819,2.1699998947809567
51,female,40.66,0,no,northeast,12520.052795929469,16276.06863470831,1356.3390528923592,2.077660442799265
53,male,36.6,3,no,southwest,12610.506689221953,16393.65869598854,1366.1382246657115,2.0926709606504423
62,male,37.4,0,no,southwest,13163.506783019846,17112.5588179258,1426.0465681604835,2.184439457035834
19,male,35.4,0,no,southwest,3818.988735046561,4964.685355560529,413.72377963004413,0.6337482721224575
50,female,27.075,1,no,northeast,10825.4285097731,14073.057062705031,1172.7547552254193,1.7964432704644384
30,female,39.05,3,yes,southeast,33523.02222721008,43579.92889537311,3631.660741281092,5.56303222836244
41,male,28.405,1,no,northwest,7625.6111383917605,9913.29447990929,826.1078733257741,1.265444393298171
29,female,21.755,1,yes,northeast,24702.328402862597,32113.026923721376,2676.0855769767813,4.09926790279595
18,female,40.28,0,no,northeast,4922.905667945713,6399.777368329426,533.3147806941189,0.816939555817886
41,female,36.08,1,no,southeast,8514.139056452499,11068.38077338825,922.3650644490208,1.4128925980116347
35,male,24.42,3,yes,southeast,29454.416924866087,38290.74200232592,3190.895166860493,4.88786093061905
53,male,21.4,1,no,southwest,8785.014748581123,11420.51917315546,951.7099310962884,1.4578435035409218
24,female,30.1,3,no,southwest,5428.535384513327,7057.095999867325,588.0913333222771,0.9008470982172188
48,female,27.265,1,no,northeast,10260.722970103847,13338.939861135,1111.57832176125,1.7027322949019492
59,female,32.1,3,no,southwest,14941.482810425667,19423.927653553368,1618.660637796114,2.4794885690960853
49,female,34.77,1,no,northwest,11136.5300741073,14477.489096339492,1206.4574246949576,1.8480695235198794
37,female,38.39,0,yes,southeast,32406.59954082366,42128.57940307076,3510.714950255897,5.377765657146152
26,male,23.7,2,no,southwest,4571.675756403115,5943.17848332405,495.2648736103375,0.7586541391799312
23,male,31.73,3,yes,northeast,26100.344237110334,33930.44750824344,2827.5372923536197,4.331263905094589
29,male,35.5,2,yes,southwest,26068.100743498366,33888.53096654788,2824.044247212323,4.325913206315027
45,male,24.035,2,no,northeast,9098.846891736275,11828.500959257159,985.7084132714299,1.509922886922146
27,male,29.15,0,yes,southeast,20144.833940561544,26188.28412273001,2182.3570102275007,3.3429671014384557
53,male,34.105,0,yes,northeast,50280.91776710356,65365.19309723463,5447.099424769553,8.343948350307127
31,female,26.62,0,no,southeast,5225.654839824812,6793.351291772256,566.112607647688,0.8671797575770946
50,male,26.41,0,no,northwest,8870.597198424897,11531.776357952367,960.9813631626972,1.4720456218176174
50,female,30.115,1,no,northwest,10728.067395171189,13946.487613722546,1162.2073011435455,1.78028652258387
34,male,27.0,2,no,southwest,5997.232486164828,7796.402232014276,649.7001860011896,0.9952204599988932
19,male,21.755,0,no,northwest,3474.3668049897474,4516.676846486672,376.38973720722265,0.5765594276766125
47,female,36.0,1,no,southwest,9717.127537372946,12632.265798584831,1052.688816548736,1.6125244702321895
28,male,30.875,0,no,northwest,5087.750734665341,6614.075955064944,551.1729962554119,0.8442950374517437
37,female,26.4,0,yes,southeast,27376.227076409003,35589.09519933171,2965.757933277642,4.5429923496998
21,male,28.975,0,no,northwest,4068.351790047171,5288.857327061322,440.73811058844353,0.6751292282346224
64,male,37.905,0,no,northwest,15459.113399824259,20096.847419771537,1674.7372849809615,2.5653876157778996
58,female,22.77,0,no,southeast,10577.80550263225,13751.147153421927,1145.9289294518273,1.755351069413113
24,male,33.63,4,no,northeast,6687.054727576177,8693.171145849032,724.4309288207527,1.1096941293119695
31,male,27.645,2,no,northeast,6457.247049699861,8394.42116460982,699.5350970508183,1.0715583219349902
39,female,22.8,3,no,northeast,8671.356554856266,11272.763521313145,939.3969601094287,1.4389823104652084
47,female,27.83,0,yes,southeast,37004.22024225415,48105.4863149304,4008.7905262442,6.1407252722575825
30,male,37.43,3,no,northeast,7756.734475303695,10083.754817894804,840.3129014912337,1.287203867852331
18,male,38.17,0,yes,southeast,17756.21509900576,23083.079628707488,1923.5899690589574,2.946583878386956
22,female,34.58,2,no,northeast,5893.414232215904,7661.438501880675,638.4532084900562,0.9779921716692868
23,male,35.2,1,no,southwest,4588.184437226852,5964.639768394908,497.053314032909,0.7613936989620935
33,male,27.1,1,yes,southwest,24075.89297301676,31298.660864921785,2608.221738743482,3.995313060610157
27,male,26.03,0,no,northeast,4866.38772978074,6326.304048714963,527.1920040595802,0.8075605950141332
45,female,25.175,2,no,northeast,9858.803867825427,12816.445028173055,1068.037085681088,1.6360351783945206
57,female,31.825,0,no,northwest,12428.236151046965,16156.706996361056,1346.3922496967546,2.0624237809279236
47,male,32.3,1,no,southwest,8650.838941837701,11246.090624389011,937.1742186990842,1.4355774819357956
42,female,29.0,1,no,southwest,7650.630266301505,9945.819346191956,828.8182788493297,1.2695962330083286
64,female,39.7,0,no,southwest,15336.463109751992,19937.40204267759,1661.4501702231325,2.5450342147072704
38,female,19.475,2,no,northwest,7095.7833176350905,9224.518312925618,768.7098594104682,1.1775212573000091
61,male,36.1,3,no,southwest,15681.575531518974,20386.048190974667,1698.8373492478888,2.6023044545945204
53,female,26.7,2,no,southwest,10865.674925652957,14125.377403348844,1177.1147836124037,1.8031220271439
44,female,36.48,0,no,northeast,9695.447294129457,12604.081482368294,1050.3401235306912,1.6089267071467248
19,female,28.88,0,yes,northwest,18179.22283469794,23632.98968510732,1969.4158070922767,3.01678058232829
41,male,34.2,2,no,northwest,8907.19541201224,11579.354035615912,964.9461696346593,1.4781189716578242
51,male,33.33,3,no,southeast,11795.672371089531,15334.37408241639,1277.8645068680325,1.9574519597553777
40,male,32.3,2,no,northwest,8431.75157005362,10961.277041069707,913.4397534224755,1.399220673119412
45,male,39.805,0,no,northeast,9799.987354554638,12739.98356092103,1061.665296743419,1.626274776821308
35,male,34.32,3,no,southeast,7626.886541728755,9914.952504247382,826.2460420206152,1.2656560421709895
53,male,28.88,0,no,northwest,9992.791651571344,12990.629147042748,1082.552428920229,1.6582699982187423
30,male,24.4,3,yes,southwest,24692.208007212124,32099.870409375762,2674.9892007813137,4.097588457345425
18,male,41.14,0,no,southeast,4170.656227009384,5421.853095112199,451.82109125934994,0.6921063037520951
51,male,35.97,1,no,southeast,10561.764986233671,13730.294482103773,1144.191206841981,1.7526891999348757
50,female,27.6,1,yes,southwest,41701.17020897366,54211.521271665755,4517.626772638813,6.920168243203615
31,female,29.26,1,no,southeast,5838.882574575816,7590.5473469485605,632.5456122457134,0.9689428274048665
35,female,27.7,3,no,southwest,7151.098352488461,9296.427858235,774.7023215195833,1.186700600365102
60,male,36.955,0,no,northeast,14355.626681550995,18662.314686016296,1555.192890501358,2.3822677247454807
21,male,36.86,0,no,northwest,4545.655153481162,5909.351699525511,492.4459749604593,0.7543361080765556
29,male,22.515,3,no,northeast,6114.107162904767,7948.339311776198,662.3616093146832,1.014615417559014
62,female,29.92,0,no,southeast,13089.973076787499,17016.96499982375,1418.0804166519792,2.172236787035829
39,female,41.8,0,no,southeast,8102.218366343347,10532.883876246351,877.7403230205292,1.3445357518097873
19,male,27.6,0,no,southwest,3422.0767660583183,4448.699795875814,370.72498298965115,0.5678820724600606
22,female,23.18,0,no,northeast,4331.070293527679,5630.391381585982,469.19928179883186,0.7187264758796432
53,male,20.9,0,yes,southeast,37266.634018059274,48446.62422347706,4037.2186852897553,6.184271951374875
39,female,31.92,2,no,northwest,8694.694446843314,11303.102780896308,941.925231741359,1.442855154756694
27,male,28.5,0,yes,northwest,21237.006624398957,27608.108611718646,2300.6757176432207,3.5242094666985007
30,male,44.22,2,no,southeast,7074.70856062105,9197.121128807366,766.4267607339472,1.1740239726077342
30,female,22.895,1,no,northeast,5816.000893459012,7560.801161496716,630.0667634580597,0.9651456897652724
58,female,33.1,0,no,southwest,11806.319537904688,15348.215399276096,1279.0179499396747,1.959218821100158
33,male,24.795,0,yes,northeast,25132.62494518851,32672.41242874506,2722.701035728755,4.170674159561457
42,female,26.18,1,no,southeast,7618.420930897356,9903.947210166563,825.328934180547,1.2642512026678965
64,female,35.97,0,no,southeast,15077.619913178209,19600.90588713167,1633.408823927639,2.5020800611446026
21,male,22.3,1,no,southwest,3617.368702002514,4702.579312603269,391.88160938360573,0.6002901091291122
18,female,42.24,0,yes,southeast,20048.911723835015,26063.58524098552,2171.9654367487933,3.3270491337967276
23,male,26.51,0,no,southeast,3907.36548989153,5079.575136858989,423.2979280715824,0.648414095869148
45,female,35.815,0,no,northwest,9380.379788953886,12194.493725640052,1016.2078104700043,1.5566423196138255
40,female,41.42,1,no,northwest,9494.141685195515,12342.38419075417,1028.5320158961808,1.5755207217716751
19,female,36.575,0,no,northwest,4563.514565420127,5932.568935046165,494.38074458718046,0.7572998171217209
18,male,30.14,0,no,southeast,3572.674958313209,4644.477445807172,387.0397871505977,0.5928733334319627
25,male,25.84,1,no,northeast,4939.422220011745,6421.248886015268,535.1040738346056,0.8196804218061018
46,female,30.8,3,no,southwest,10178.13655446338,13231.577520802395,1102.6314600668663,1.6890273583744801
33,female,42.94,3,no,northwest,9233.40049166289,12003.420639161757,1000.2850532634798,1.5322516020290546
54,male,21.01,2,no,southeast,10023.748777942026,13030.873411324634,1085.9061176103862,1.6634072287026278
28,male,22.515,2,no,northeast,5521.544978156125,7178.008471602962,598.1673726335802,0.9162817259030782
36,male,34.43,2,no,southeast,7297.515262820428,9486.769841666557,790.5641534722131,1.2109979917349303
20,female,31.46,0,no,southeast,4105.435558457037,5337.066225994148,444.75551883284567,0.6812831542564166
24,female,24.225,0,no,northwest,4414.790177617943,5739.227230903327,478.26893590861056,0.7326195076651508
23,male,37.1,3,no,southwest,5462.190413946113,7100.847538129947,591.7372948441622,0.9064320365951526
47,female,26.125,1,yes,northeast,43580.41773056808,56654.5430497385,4721.211920811542,7.232023017419479
33,female,35.53,0,yes,northwest,29594.00180493821,38472.202346419675,3206.0168622016395,4.911024569660014
45,male,33.7,1,no,southwest,8340.350270744151,10842.455351967397,903.5379459972831,1.3840529364420169
26,male,17.67,0,no,northwest,3994.056096639566,5192.272925631436,432.6894104692863,0.662800109038455
18,female,31.13,0,no,southeast,3862.91243385537,5021.786164011982,418.4821803343318,0.6410372614744961
44,female,29.81,2,no,southeast,9131.266423661607,11870.64635076009,989.2205292300074,1.515302798664789
60,male,24.32,0,no,northwest,11410.982449833191,14834.277184783148,1236.1897653985957,1.8936139676026835
64,female,31.825,2,no,northeast,18472.374863597848,24014.087322677202,2001.1739435564334,3.06542817064914
56,male,31.79,2,yes,southeast,54779.47131249385,71213.31270624201,5934.442725520167,9.09046810572785
36,male,28.025,1,yes,northeast,30808.736843065417,40051.35789598504,3337.6131579987536,5.112605743344817
41,male,30.78,3,yes,northeast,42726.18370806798,55544.03882048838,4628.669901707365,7.090265768758454
39,male,21.85,1,no,northwest,6573.47516426474,8545.517713544163,712.1264761286802,1.0908459846875864
63,male,33.1,0,no,southwest,12744.191218502323,16567.44858405302,1380.6207153377518,2.114855456421129
36,female,25.84,0,no,northwest,6329.161018547888,8227.909324112254,685.6591103426878,1.0503028780053822
28,female,23.845,2,no,northwest,5695.884191831881,7404.649449381446,617.0541207817872,0.945212729133401
58,male,34.39,0,no,northwest,12428.636914807577,16157.227989249852,1346.435665770821,2.0624902863193864
36,male,33.82,1,no,northwest,7149.746084441618,9294.669909774104,774.5558258145087,1.1864761960534922
42,male,35.97,2,no,southeast,8828.129284413015,11476.568069736919,956.3806724780766,1.4649982150319707
36,male,31.5,0,no,southwest,5831.193896775647,7580.5520658083415,631.7126721506951,0.9676669173122163
56,female,28.31,0,no,northeast,12112.025789412333,15745.633526236034,1312.1361271863361,2.0099497402285804
35,female,23.465,2,no,northeast,7265.002056945078,9444.502674028601,787.0418895023835,1.2056025351169068
59,female,31.35,0,no,northwest,13059.761861281697,16977.690419666207,1414.807534972184,2.1672233379387373
21,male,31.1,0,no,southwest,3802.796448459923,4943.6353829979,411.969615249825,0.6310612168945063
59,male,24.7,0,no,northeast,11747.057429595192,15271.17465847375,1272.5978882061459,1.9493844745364153
23,female,32.78,2,yes,southeast,23414.041210781048,30438.25357401536,2536.521131167947,3.8854809977740326
57,female,29.81,0,yes,southeast,50406.83903847541,65528.890750018036,5460.740895834836,8.364844559668269
53,male,30.495,0,no,northeast,10765.962468299804,13995.751208789745,1166.3126007324788,1.7865750818814718
60,female,32.45,0,yes,southeast,56919.640885356464,73995.53315096341,6166.294429246951,9.445622012416239
51,female,34.2,1,no,southwest,10602.196678432569,13782.855681962339,1148.571306830195,1.759398702593235
23,male,50.38,1,no,southeast,5885.590890189025,7651.268157245733,637.6056797704778,0.9766939145033889
27,female,24.1,0,no,southwest,4349.997831898792,5654.99718146843,471.2497651223692,0.721867436895879
